"year","name","n"
1987,"Kruti",7
1987,"Kruz",5
1987,"Krysha",6
1987,"Krysta",307
1987,"Krystal",4389
1987,"Krystalann",7
1987,"Krystale",15
1987,"Krystall",8
1987,"Krystalle",13
1987,"Krystallynn",5
1987,"Krystalyn",14
1987,"Krystalynn",7
1987,"Krystan",29
1987,"Krysteena",7
1987,"Krystel",43
1987,"Krystelle",11
1987,"Krysten",192
1987,"Krystena",5
1987,"Krysti",51
1987,"Krystian",19
1987,"Krystiana",5
1987,"Krystie",40
1987,"Krystin",189
1987,"Krystina",480
1987,"Krystine",68
1987,"Krystl",14
1987,"Krystle",1207
1987,"Krystn",8
1987,"Krystofer",6
1987,"Krystol",14
1987,"Krystopher",18
1987,"Krysty",7
1987,"Krystyl",6
1987,"Krystyn",31
1987,"Krystyna",81
1987,"Krystyne",11
1987,"Krzysztof",9
1988,"Kraig",133
1988,"Kramer",15
1988,"Kreg",21
1988,"Kreig",10
1988,"Kresha",7
1988,"Krieg",5
1988,"Kris",120
1988,"Krisa",7
1988,"Krisandra",7
1988,"Krisann",9
1988,"Krisanne",6
1988,"Krisha",22
1988,"Krishan",8
1988,"Krishanda",5
1988,"Krishawna",5
1988,"Krishelle",9
1988,"Krishna",36
1988,"Krisia",7
1988,"Krisie",6
1988,"Krislyn",13
1988,"Krislynn",6
1988,"Krisna",6
1988,"Krissa",20
1988,"Krissi",6
1988,"Krissie",5
1988,"Krissy",35
1988,"Krista",2571
1988,"Kristafer",7
1988,"Kristain",9
1988,"Kristal",319
1988,"Kristalyn",18
1988,"Kristalynn",5
1988,"Kristamarie",6
1988,"Kristan",204
1988,"Kristapher",5
1988,"Kristara",7
1988,"Kristee",7
1988,"Kristeen",27
1988,"Kristeena",13
1988,"Kristel",54
1988,"Kristen",8435
1988,"Kristena",32
1988,"Kristene",12
1988,"Kristi",1234
1988,"Kristia",13
1988,"Kristian",409
1988,"Kristiana",47
1988,"Kristiann",6
1988,"Kristianna",18
1988,"Kristianne",13
1988,"Kristie",742
1988,"Kristien",7
1988,"Kristiena",5
1988,"Kristifer",5
1988,"Kristin",6045
1988,"Kristina",4600
1988,"Kristinamarie",6
1988,"Kristine",1375
1988,"Kristinia",13
1988,"Kristle",36
1988,"Kristof",5
1988,"Kristofer",328
1988,"Kristoffer",107
1988,"Kristofor",24
1988,"Kriston",35
1988,"Kristoper",5
1988,"Kristopher",1966
1988,"Kristy",1287
1988,"Kristyann",5
1988,"Kristyl",6
1988,"Kristyn",414
1988,"Kristyna",28
1988,"Kristyne",23
1988,"Krizia",43
1988,"Krunal",6
1988,"Krupa",15
1988,"Kruti",5
1988,"Kruz",8
1988,"Krysia",6
1988,"Krysta",343
1988,"Krystal",4031
1988,"Krystalann",5
1988,"Krystale",16
1988,"Krystall",11
1988,"Krystallynn",7
1988,"Krystalrose",5
1988,"Krystalyn",22
1988,"Krystalynn",13
1988,"Krystan",19
1988,"Krysteena",6
1988,"Krystel",34
1988,"Krystelle",9
1988,"Krysten",255
1988,"Krystena",7
1988,"Krysti",37
1988,"Krystian",22
1988,"Krystiana",7
1988,"Krystie",37
1988,"Krystin",184
1988,"Krystina",274
1988,"Krystine",70
1988,"Krystl",12
1988,"Krystle",962
1988,"Krystn",7
1988,"Krystofer",7
1988,"Krystol",10
1988,"Kryston",8
1988,"Krystopher",27
1988,"Krystyl",12
1988,"Krystyn",40
1988,"Krystyna",85
1988,"Krystyne",7
1988,"Krzysztof",15
1989,"Kraig",98
1989,"Kramer",70
1989,"Kreg",22
1989,"Kregg",7
1989,"Kreig",14
1989,"Kreigh",6
1989,"Krieg",6
1989,"Krikor",8
1989,"Kris",100
1989,"Krisa",8
1989,"Krisan",5
1989,"Krisandra",9
1989,"Krisann",6
1989,"Krisanna",10
1989,"Krisha",33
1989,"Krishan",8
1989,"Krishana",7
1989,"Krishina",5
1989,"Krishna",56
1989,"Krislyn",19
1989,"Kriss",5
1989,"Krissa",24
1989,"Krissandra",5
1989,"Krissi",9
1989,"Krissia",6
1989,"Krissie",8
1989,"Krissy",33
1989,"Krista",2231
1989,"Kristafer",7
1989,"Kristah",5
1989,"Kristain",18
1989,"Kristal",312
1989,"Kristalyn",16
1989,"Kristalynn",9
1989,"Kristan",224
1989,"Kristara",7
1989,"Kriste",5
1989,"Kristee",11
1989,"Kristeen",25
1989,"Kristeena",18
1989,"Kristel",57
1989,"Kristell",8
1989,"Kristelle",6
1989,"Kristen",8867
1989,"Kristena",29
1989,"Kristene",25
1989,"Krister",5
1989,"Kristi",1173
1989,"Kristia",15
1989,"Kristian",527
1989,"Kristiana",51
1989,"Kristiann",11
1989,"Kristianna",21
1989,"Kristianne",6
1989,"Kristie",636
1989,"Kristien",6
1989,"Kristilyn",7
1989,"Kristin",6105
1989,"Kristina",4828
1989,"Kristine",1384
1989,"Kristinia",8
1989,"Kristinna",6
1989,"Kristle",41
1989,"Kristofe",9
1989,"Kristofer",329
1989,"Kristoff",6
1989,"Kristoffer",102
1989,"Kristofor",20
1989,"Kristol",10
1989,"Kriston",43
1989,"Kristoph",44
1989,"Kristopher",1966
1989,"Kristy",1225
1989,"Kristyan",5
1989,"Kristyann",6
1989,"Kristyl",8
1989,"Kristyn",438
1989,"Kristyna",42
1989,"Kristyne",26
1989,"Kritzia",7
1989,"Krizia",40
1989,"Krupa",13
1989,"Kruti",8
1989,"Kruz",8
1989,"Krysia",10
1989,"Kryslyn",5
1989,"Krysta",278
1989,"Krystal",3809
1989,"Krystale",14
1989,"Krystalina",5
1989,"Krystaline",5
1989,"Krystall",11
1989,"Krystalle",5
1989,"Krystalmae",5
1989,"Krystalyn",20
1989,"Krystalynn",10
1989,"Krystan",20
1989,"Krysteena",9
1989,"Krystel",38
1989,"Krystelle",13
1989,"Krysten",237
1989,"Krystena",15
1989,"Krysti",44
1989,"Krystian",28
1989,"Krystie",39
1989,"Krystil",6
1989,"Krystin",208
1989,"Krystina",321
1989,"Krystine",64
1989,"Krystl",10
1989,"Krystle",807
1989,"Krystn",10
1989,"Krystofer",5
1989,"Krystol",6
1989,"Krystopher",25
1989,"Krysty",5
1989,"Krystyl",8
1989,"Krystyn",42
1989,"Krystyna",86
1989,"Krystyne",14
1989,"Krzysztof",18
1990,"Kraig",116
1990,"Kramer",68
1990,"Kree",6
1990,"Kreg",17
1990,"Kregg",6
1990,"Kreig",14
1990,"Kreighton",5
1990,"Krikor",7
1990,"Krina",6
1990,"Kris",107
1990,"Krisa",6
1990,"Krisandra",8
1990,"Krisann",6
1990,"Krisanne",7
1990,"Kriselda",5
1990,"Krish",5
1990,"Krisha",28
1990,"Krishan",8
1990,"Krishana",12
1990,"Krishanna",5
1990,"Krishna",63
1990,"Krishon",6
1990,"Krishonda",9
1990,"Krisia",5
1990,"Krisina",6
1990,"Krislyn",23
1990,"Krislynn",10
1990,"Krissa",26
1990,"Krissandra",5
1990,"Krissi",5
1990,"Krissie",7
1990,"Krisstina",5
1990,"Krissy",29
1990,"Krist",7
1990,"Krista",2143
1990,"Kristah",6
1990,"Kristain",23
1990,"Kristal",307
1990,"Kristalyn",14
1990,"Kristalynn",10
1990,"Kristan",207
1990,"Kristapher",5
1990,"Kristara",5
1990,"Kriste",9
1990,"Kristee",14
1990,"Kristeen",21
1990,"Kristeena",18
1990,"Kristel",46
1990,"Kristell",5
1990,"Kristelle",13
1990,"Kristen",8128
1990,"Kristena",29
1990,"Kristene",13
1990,"Kristi",1041
1990,"Kristia",16
1990,"Kristian",671
1990,"Kristiana",60
1990,"Kristiane",6
1990,"Kristiann",10
1990,"Kristianna",29
1990,"Kristianne",12
1990,"Kristie",696
1990,"Kristien",7
1990,"Kristin",5327
1990,"Kristina",4403
1990,"Kristinamarie",10
1990,"Kristine",1196
1990,"Kristinia",10
1990,"Kristjan",10
1990,"Kristle",38
1990,"Kristof",9
1990,"Kristofer",340
1990,"Kristoff",12
1990,"Kristoffer",111
1990,"Kristofor",9
1990,"Kriston",37
1990,"Kristopher",1867
1990,"Kristos",5
1990,"Kristy",1133
1990,"Kristyn",459
1990,"Kristyna",32
1990,"Kristyne",27
1990,"Krizia",38
1990,"Krupa",16
1990,"Kruz",5
1990,"Kryssa",7
1990,"Krysta",296
1990,"Krystah",5
1990,"Krystal",3299
1990,"Krystalann",6
1990,"Krystale",11
1990,"Krystalin",5
1990,"Krystall",9
1990,"Krystalle",5
1990,"Krystalyn",23
1990,"Krystalynn",6
1990,"Krystalynne",5
1990,"Krystan",22
1990,"Krysteena",7
1990,"Krystel",32
1990,"Krystelle",6
1990,"Krysten",235
1990,"Krystena",6
1990,"Krysti",28
1990,"Krystian",41
1990,"Krystiana",7
1990,"Krystie",32
1990,"Krystin",204
1990,"Krystina",275
1990,"Krystine",60
1990,"Krystl",6
1990,"Krystle",529
1990,"Krystofer",9
1990,"Krystol",5
1990,"Krystopher",35
1990,"Krystyn",51
1990,"Krystyna",91
1990,"Krystyne",16
1990,"Krzysztof",12
1991,"Kraig",89
1991,"Kramer",43
1991,"Kree",10
1991,"Kreg",15
1991,"Kregg",5
1991,"Kreig",9
1991,"Kreston",5
1991,"Krina",5
1991,"Kris",91
1991,"Krisa",7
1991,"Krisana",6
1991,"Krisandra",11
1991,"Krisanna",5
1991,"Kriselda",6
1991,"Krish",5
1991,"Krisha",27
1991,"Krishan",8
1991,"Krishana",6
1991,"Krishauna",6
1991,"Krishelle",5
1991,"Krishna",75
1991,"Krislyn",23
1991,"Krisna",8
1991,"Krissa",21
1991,"Krissi",8
1991,"Krissie",10
1991,"Krissy",51
1991,"Krista",1912
1991,"Kristafer",6
1991,"Kristain",19
1991,"Kristal",273
1991,"Kristalyn",15
1991,"Kristan",175
1991,"Kristapher",6
1991,"Kristara",6
1991,"Kristee",7
1991,"Kristeen",14
1991,"Kristeena",24
1991,"Kristel",50
1991,"Kristela",7
1991,"Kristell",9
1991,"Kristelle",11
1991,"Kristen",6857
1991,"Kristena",29
1991,"Kristene",11
1991,"Kristey",5
1991,"Kristi",918
1991,"Kristia",16
1991,"Kristian",719
1991,"Kristiana",71
1991,"Kristiann",7
1991,"Kristianna",31
1991,"Kristianne",18
1991,"Kristie",634
1991,"Kristien",18
1991,"Kristilee",6
1991,"Kristin",4112
1991,"Kristina",3873
1991,"Kristinamarie",5
1991,"Kristine",1001
1991,"Kristinia",11
1991,"Kristle",20
1991,"Kristofer",316
1991,"Kristoff",12
1991,"Kristoffer",114
1991,"Kristofor",21
1991,"Kristol",7
1991,"Kriston",18
1991,"Kristopher",1794
1991,"Kristy",989
1991,"Kristyl",9
1991,"Kristyn",377
1991,"Kristyna",35
1991,"Kristyne",15
1991,"Kriti",5
1991,"Krizia",34
1991,"Krupa",15
1991,"Kruti",6
1991,"Kruz",5
1991,"Kryssa",7
1991,"Krysta",264
1991,"Krystal",2973
1991,"Krystalann",6
1991,"Krystale",17
1991,"Krystalin",7
1991,"Krystall",12
1991,"Krystalle",7
1991,"Krystalyn",24
1991,"Krystalynn",11
1991,"Krystan",30
1991,"Krysteena",6
1991,"Krystel",29
1991,"Krystell",5
1991,"Krystelle",6
1991,"Krysten",231
1991,"Krystena",8
1991,"Krysti",32
1991,"Krystian",50
1991,"Krystiana",8
1991,"Krystie",38
1991,"Krystin",173
1991,"Krystina",272
1991,"Krystine",54
1991,"Krystl",10
1991,"Krystle",373
1991,"Krystn",7
1991,"Krystofer",5
1991,"Krystoffer",5
1991,"Krystol",6
1991,"Krystopher",24
1991,"Krystyl",9
1991,"Krystyn",36
1991,"Krystyna",71
1991,"Krystyne",13
1991,"Krzysztof",17
1992,"Kraig",94
1992,"Kramer",68
1992,"Kray",5
1992,"Kree",10
1992,"Kreg",12
1992,"Kreig",6
1992,"Kresten",5
1992,"Kreston",5
1992,"Krieg",5
1992,"Krikor",6
1992,"Kris",112
1992,"Krisa",9
1992,"Krisandra",12
1992,"Kriselda",6
1992,"Krisha",21
1992,"Krishan",15
1992,"Krishana",9
1992,"Krishauna",6
1992,"Krishawna",5
1992,"Krishna",69
1992,"Krishon",5
1992,"Krislyn",24
1992,"Krislynn",7
1992,"Krisna",6
1992,"Krissa",32
1992,"Krissandra",5
1992,"Krissi",8
1992,"Krissie",9
1992,"Krissy",39
1992,"Krista",2034
1992,"Kristain",18
1992,"Kristal",230
1992,"Kristalyn",10
1992,"Kristalynn",9
1992,"Kristan",147
1992,"Kristana",5
1992,"Kristapher",5
1992,"Kristee",6
1992,"Kristeen",17
1992,"Kristeena",17
1992,"Kristel",36
1992,"Kristell",6
1992,"Kristelle",5
1992,"Kristen",6290
1992,"Kristena",32
1992,"Kristene",14
1992,"Kristi",915
1992,"Kristia",17
1992,"Kristian",802
1992,"Kristiana",77
1992,"Kristiann",11
1992,"Kristianna",39
1992,"Kristianne",12
1992,"Kristie",513
1992,"Kristien",6
1992,"Kristin",3614
1992,"Kristina",3466
1992,"Kristine",874
1992,"Kristinia",5
1992,"Kristle",13
1992,"Kristof",9
1992,"Kristofer",322
1992,"Kristoff",23
1992,"Kristoffer",83
1992,"Kristofor",10
1992,"Kristol",5
1992,"Kriston",33
1992,"Kristopher",1636
1992,"Kristy",838
1992,"Kristyn",351
1992,"Kristyna",35
1992,"Kristyne",13
1992,"Krisztina",6
1992,"Krizia",35
1992,"Kron",8
1992,"Krunal",6
1992,"Krupa",15
1992,"Kruti",8
1992,"Krysta",325
1992,"Krystal",2628
1992,"Krystalee",5
1992,"Krystall",7
1992,"Krystalle",6
1992,"Krystalyn",15
1992,"Krystalynn",9
1992,"Krystan",16
1992,"Krysteena",7
1992,"Krystel",23
1992,"Krystelle",10
1992,"Krysten",185
1992,"Krystena",5
1992,"Krysti",23
1992,"Krystian",44
1992,"Krystiana",12
1992,"Krystie",24
1992,"Krystin",156
1992,"Krystina",205
1992,"Krystine",30
1992,"Krystl",5
1992,"Krystle",261
1992,"Krystn",7
1992,"Krystofer",8
1992,"Kryston",5
1992,"Krystopher",18
1992,"Krystyl",8
1992,"Krystyn",34
1992,"Krystyna",71
1992,"Krystyne",14
1992,"Krzysztof",11
1993,"Kraig",62
1993,"Kramer",57
1993,"Kray",6
1993,"Kree",5
1993,"Kreg",9
1993,"Kreig",15
1993,"Krenar",5
1993,"Krey",6
1993,"Krina",6
1993,"Kris",91
1993,"Krisa",10
1993,"Krisandra",6
1993,"Krisann",6
1993,"Krisha",25
1993,"Krishan",19
1993,"Krishana",9
1993,"Krishauna",6
1993,"Krishawn",5
1993,"Krishawna",9
1993,"Krishna",63
1993,"Krishonda",6
1993,"Krislyn",25
1993,"Kriss",11
1993,"Krissa",25
1993,"Krissandra",6
1993,"Krissi",6
1993,"Krissie",6
1993,"Krissinda",7
1993,"Krisstina",6
1993,"Krisstopher",5
1993,"Krissy",27
1993,"Krista",1896
1993,"Kristah",5
1993,"Kristain",18
1993,"Kristal",232
1993,"Kristalyn",17
1993,"Kristalynn",10
1993,"Kristan",135
1993,"Kriste",5
1993,"Kristeen",18
1993,"Kristeena",11
1993,"Kristel",33
1993,"Kristell",7
1993,"Kristella",5
1993,"Kristelle",7
1993,"Kristen",5556
1993,"Kristena",17
1993,"Kristene",8
1993,"Kristi",652
1993,"Kristia",17
1993,"Kristian",759
1993,"Kristiana",78
1993,"Kristiane",6
1993,"Kristiann",10
1993,"Kristianna",52
1993,"Kristianne",6
1993,"Kristie",416
1993,"Kristien",11
1993,"Kristin",3004
1993,"Kristina",3097
1993,"Kristine",796
1993,"Kristle",13
1993,"Kristof",7
1993,"Kristofer",313
1993,"Kristoff",23
1993,"Kristoffer",89
1993,"Kristofor",12
1993,"Kristol",5
1993,"Kriston",27
1993,"Kristopher",1572
1993,"Kristy",687
1993,"Kristyl",7
1993,"Kristyn",299
1993,"Kristyna",17
1993,"Kristyne",9
1993,"Kritika",5
1993,"Kritzia",7
1993,"Krizia",11
1993,"Krunal",7
1993,"Krupa",17
1993,"Kruti",6
1993,"Kruz",6
1993,"Kryssa",6
1993,"Krysta",419
1993,"Krystal",2212
1993,"Krystall",12
1993,"Krystalle",11
1993,"Krystalyn",22
1993,"Krystalynn",11
1993,"Krystan",21
1993,"Krysteena",7
1993,"Krystel",20
1993,"Krystelle",5
1993,"Krysten",168
1993,"Krystena",6
1993,"Krysti",14
1993,"Krystian",44
1993,"Krystiana",13
1993,"Krystianna",8
1993,"Krystie",12
1993,"Krystin",121
1993,"Krystina",206
1993,"Krystine",24
1993,"Krystle",196
1993,"Krystn",8
1993,"Krystofer",7
1993,"Krystol",6
1993,"Krystopher",20
1993,"Krystyn",28
1993,"Krystyna",52
1993,"Krystyne",5
1993,"Krzysztof",12
1994,"Kraig",68
1994,"Kramer",37
1994,"Kray",5
1994,"Krea",5
1994,"Kree",5
1994,"Kreg",10
1994,"Kreig",7
1994,"Kreshnik",5
1994,"Kreston",5
1994,"Krieg",7
1994,"Krina",5
1994,"Kris",81
1994,"Krisa",6
1994,"Krisandra",11
1994,"Krisann",5
1994,"Krisanne",5
1994,"Kriselda",5
1994,"Krisha",22
1994,"Krishan",17
1994,"Krishauna",5
1994,"Krishna",73
1994,"Krislyn",33
1994,"Krislynn",8
1994,"Kriss",5
1994,"Krissa",22
1994,"Krissandra",7
1994,"Krissy",34
1994,"Krista",1626
1994,"Kristain",15
1994,"Kristal",199
1994,"Kristalyn",18
1994,"Kristalynn",5
1994,"Kristan",146
1994,"Kristapher",5
1994,"Kristee",5
1994,"Kristeen",5
1994,"Kristeena",12
1994,"Kristel",26
1994,"Kristelle",10
1994,"Kristen",5907
1994,"Kristena",28
1994,"Kristene",8
1994,"Kristi",571
1994,"Kristia",10
1994,"Kristian",803
1994,"Kristiana",88
1994,"Kristianna",64
1994,"Kristianne",8
1994,"Kristie",269
1994,"Kristien",8
1994,"Kristin",2856
1994,"Kristina",2882
1994,"Kristinamarie",5
1994,"Kristine",657
1994,"Kristjan",9
1994,"Kristle",13
1994,"Kristof",9
1994,"Kristofer",298
1994,"Kristoff",13
1994,"Kristoffer",74
1994,"Kristofor",13
1994,"Kriston",30
1994,"Kristoph",6
1994,"Kristopher",1370
1994,"Kristy",586
1994,"Kristyl",9
1994,"Kristyn",282
1994,"Kristyna",19
1994,"Kristyne",8
1994,"Krisztina",5
1994,"Krizia",16
1994,"Kron",6
1994,"Krunal",9
1994,"Krupa",11
1994,"Kryslyn",5
1994,"Kryssa",6
1994,"Krysta",277
1994,"Krystal",1890
1994,"Krystale",7
1994,"Krystalin",5
1994,"Krystalina",5
1994,"Krystalle",5
1994,"Krystalyn",15
1994,"Krystalynn",7
1994,"Krystan",25
1994,"Krystel",24
1994,"Krystelle",10
1994,"Krysten",157
1994,"Krystena",6
1994,"Krysti",16
1994,"Krystian",57
1994,"Krystiana",7
1994,"Krystianna",7
1994,"Krystie",10
1994,"Krystin",129
1994,"Krystina",160
1994,"Krystine",31
1994,"Krystle",147
1994,"Krystofer",10
1994,"Kryston",5
1994,"Krystopher",21
1994,"Krystyn",25
1994,"Krystyna",50
1994,"Krystyne",6
1994,"Krzysztof",15
1995,"Kraig",60
1995,"Kramer",21
1995,"Krayton",5
1995,"Kree",7
1995,"Kreg",9
1995,"Kreig",5
1995,"Kripa",5
1995,"Kris",87
1995,"Krisa",7
1995,"Krisandra",5
1995,"Krish",7
1995,"Krisha",26
1995,"Krishan",19
1995,"Krishana",5
1995,"Krishawn",5
1995,"Krishma",6
1995,"Krishna",72
1995,"Krishnan",6
1995,"Krishuna",7
1995,"Krislyn",23
1995,"Krislynn",11
1995,"Krisna",8
1995,"Krissa",24
1995,"Krissi",7
1995,"Krissie",9
1995,"Krissy",32
1995,"Krista",1468
1995,"Kristain",20
1995,"Kristal",205
1995,"Kristalyn",20
1995,"Kristan",142
1995,"Kristanna",9
1995,"Kristee",6
1995,"Kristeen",11
1995,"Kristeena",13
1995,"Kristel",21
1995,"Kristell",7
1995,"Kristelle",7
1995,"Kristen",5437
1995,"Kristena",15
1995,"Kristene",5
1995,"Kristi",442
1995,"Kristia",5
1995,"Kristian",836
1995,"Kristiana",102
1995,"Kristiane",5
1995,"Kristiann",9
1995,"Kristianna",45
1995,"Kristianne",8
1995,"Kristie",241
1995,"Kristien",18
1995,"Kristin",2436
1995,"Kristina",2437
1995,"Kristine",517
1995,"Kristjan",12
1995,"Kristle",15
1995,"Kristlyn",9
1995,"Kristof",5
1995,"Kristofer",229
1995,"Kristoff",19
1995,"Kristoffer",77
1995,"Kristofor",5
1995,"Kriston",21
1995,"Kristopher",1186
1995,"Kristy",513
1995,"Kristyanna",6
1995,"Kristyl",6
1995,"Kristyn",277
1995,"Kristyna",25
1995,"Krizia",16
1995,"Krupa",19
1995,"Kruti",8
1995,"Kruz",6
1995,"Krysta",266
1995,"Krystal",1564
1995,"Krystall",8
1995,"Krystalle",5
1995,"Krystallyn",5
1995,"Krystalyn",19
1995,"Krystalynn",5
1995,"Krystan",12
1995,"Krystel",18
1995,"Krystelle",5
1995,"Krysten",130
1995,"Krystena",7
1995,"Krysti",14
1995,"Krystian",42
1995,"Krystiana",10
1995,"Krystie",9
1995,"Krystin",92
1995,"Krystina",117
1995,"Krystine",21
1995,"Krystl",5
1995,"Krystle",82
1995,"Krystofer",13
1995,"Krystopher",25
1995,"Krystyn",17
1995,"Krystyna",44
1995,"Krzysztof",15
1996,"Kraig",64
1996,"Kramer",20
1996,"Kree",5
1996,"Kreg",10
1996,"Kreig",7
1996,"Krikor",6
1996,"Krina",6
1996,"Kris",86
1996,"Krisandra",7
1996,"Krisann",10
1996,"Krischan",8
1996,"Krish",10
1996,"Krisha",24
1996,"Krishan",18
1996,"Krishauna",9
1996,"Krishawn",8
1996,"Krishma",7
1996,"Krishna",80
1996,"Krishunna",5
1996,"Krislin",5
1996,"Krislyn",39
1996,"Krislynn",7
1996,"Kriss",6
1996,"Krissa",29
1996,"Krissi",5
1996,"Krissie",7
1996,"Krissy",28
1996,"Krista",1312
1996,"Kristafer",5
1996,"Kristain",13
1996,"Kristal",175
1996,"Kristalyn",14
1996,"Kristalynn",6
1996,"Kristan",130
1996,"Kristeen",10
1996,"Kristeena",9
1996,"Kristel",28
1996,"Kristelle",6
1996,"Kristen",4884
1996,"Kristena",19
1996,"Kristi",404
1996,"Kristia",11
1996,"Kristian",886
1996,"Kristiana",92
1996,"Kristiann",5
1996,"Kristianna",33
1996,"Kristianne",5
1996,"Kristie",169
1996,"Kristien",5
1996,"Kristin",2204
1996,"Kristina",2185
1996,"Kristine",479
1996,"Kristjan",7
1996,"Kristle",11
1996,"Kristof",9
1996,"Kristofer",218
1996,"Kristoff",12
1996,"Kristoffer",69
1996,"Kristofor",8
1996,"Kriston",28
1996,"Kristopher",1244
1996,"Kristy",485
1996,"Kristyan",5
1996,"Kristyanna",5
1996,"Kristyl",5
1996,"Kristyn",259
1996,"Kristyna",17
1996,"Krizia",14
1996,"Krunal",5
1996,"Krupa",31
1996,"Kruz",7
1996,"Krynn",7
1996,"Kryslyn",5
1996,"Krysta",210
1996,"Krystal",1337
1996,"Krystalle",6
1996,"Krystalyn",10
1996,"Krystalynn",5
1996,"Krystan",25
1996,"Krysteena",6
1996,"Krystel",17
1996,"Krystelle",5
1996,"Krysten",137
1996,"Krystena",5
1996,"Krysti",7
1996,"Krystian",70
1996,"Krystiana",10
1996,"Krystie",8
1996,"Krystin",87
1996,"Krystina",111
1996,"Krystine",21
1996,"Krystle",72
1996,"Krystopher",21
1996,"Krystyn",22
1996,"Krystyna",37
1996,"Krystyne",5
1996,"Krzysztof",11
1997,"Kraig",46
1997,"Kramer",14
1997,"Kreed",5
1997,"Kreg",5
1997,"Kris",83
1997,"Krisandra",6
1997,"Krisann",6
1997,"Krish",9
1997,"Krisha",15
1997,"Krishan",12
1997,"Krishana",9
1997,"Krishanna",5
1997,"Krishawn",7
1997,"Krishell",5
1997,"Krishna",93
1997,"Krislyn",28
1997,"Krislynn",12
1997,"Krisna",7
1997,"Krissa",24
1997,"Krissi",5
1997,"Krissy",19
1997,"Krist",7
1997,"Krista",1078
1997,"Kristain",5
1997,"Kristal",166
1997,"Kristalyn",17
1997,"Kristan",80
1997,"Kristana",5
1997,"Kristeen",7
1997,"Kristeena",6
1997,"Kristel",22
1997,"Kristelle",10
1997,"Kristen",4112
1997,"Kristena",11
1997,"Kristi",320
1997,"Kristia",7
1997,"Kristian",828
1997,"Kristiana",104
1997,"Kristiane",5
1997,"Kristianna",47
1997,"Kristianne",5
1997,"Kristie",184
1997,"Kristien",19
1997,"Kristin",1759
1997,"Kristina",1865
1997,"Kristine",373
1997,"Kristinna",5
1997,"Kristion",11
1997,"Kristjan",11
1997,"Kristle",8
1997,"Kristof",8
1997,"Kristofer",214
1997,"Kristoff",14
1997,"Kristoffer",54
1997,"Kristofor",7
1997,"Kriston",27
1997,"Kristopher",1097
1997,"Kristy",338
1997,"Kristyana",6
1997,"Kristyanna",6
1997,"Kristyn",188
1997,"Kristyna",25
1997,"Kristyne",8
1997,"Krisztina",5
1997,"Kriti",7
1997,"Kriya",5
1997,"Krizia",13
1997,"Kriztian",5
1997,"Kross",16
1997,"Krupa",11
1997,"Kruti",6
1997,"Kruz",12
1997,"Krysta",195
1997,"Krystal",1188
1997,"Krystall",5
1997,"Krystalle",5
1997,"Krystalyn",13
1997,"Krystalynn",9
1997,"Krystan",14
1997,"Krysteena",7
1997,"Krystel",12
1997,"Krystelle",7
1997,"Krysten",127
1997,"Krysti",11
1997,"Krystian",53
1997,"Krystiana",16
1997,"Krystianna",7
1997,"Krystie",5
1997,"Krystin",77
1997,"Krystina",96
1997,"Krystine",16
1997,"Krystle",44
1997,"Krystofer",8
1997,"Krystopher",22
1997,"Krystyn",23
1997,"Krystyna",33
1997,"Krzysztof",13
1998,"Kraig",43
1998,"Kramer",8
1998,"Kreed",5
1998,"Krey",5
1998,"Kris",76
1998,"Krisa",9
1998,"Krisandra",5
1998,"Kriselle",7
1998,"Krish",12
1998,"Krisha",13
1998,"Krishan",15
1998,"Krishana",9
1998,"Krishawn",15
1998,"Krishawna",6
1998,"Krishna",105
1998,"Krishon",8
1998,"Krislin",7
1998,"Krislyn",46
1998,"Krislynn",17
1998,"Kriss",6
1998,"Krissa",18
1998,"Krissi",5
1998,"Krissia",7
1998,"Krissie",5
1998,"Krissy",22
1998,"Krista",943
1998,"Kristafer",5
1998,"Kristain",15
1998,"Kristal",145
1998,"Kristalyn",14
1998,"Kristan",70
1998,"Kristasia",5
1998,"Kristeen",10
1998,"Kristeena",8
1998,"Kristel",13
1998,"Kristen",3372
1998,"Kristena",7
1998,"Kristi",258
1998,"Kristia",7
1998,"Kristian",809
1998,"Kristiana",85
1998,"Kristiane",5
1998,"Kristiann",6
1998,"Kristianna",27
1998,"Kristianne",7
1998,"Kristie",140
1998,"Kristien",9
1998,"Kristin",1459
1998,"Kristina",1611
1998,"Kristine",365
1998,"Kristion",11
1998,"Kristjan",14
1998,"Kristle",9
1998,"Kristlyn",5
1998,"Kristof",7
1998,"Kristofer",185
1998,"Kristoff",11
1998,"Kristoffer",53
1998,"Kristofor",5
1998,"Kriston",22
1998,"Kristopher",1073
1998,"Kristy",305
1998,"Kristyana",5
1998,"Kristyanna",5
1998,"Kristyn",167
1998,"Kristyna",16
1998,"Krisztina",5
1998,"Kriti",8
1998,"Krizia",10
1998,"Kron",9
1998,"Kross",23
1998,"Krunal",5
1998,"Krupa",14
1998,"Kruz",5
1998,"Krysta",186
1998,"Krystal",1093
1998,"Krystall",7
1998,"Krystalyn",11
1998,"Krystan",5
1998,"Krysteena",5
1998,"Krystel",11
1998,"Krystelle",6
1998,"Krysten",112
1998,"Krystian",65
1998,"Krystiana",13
1998,"Krystianna",9
1998,"Krystie",10
1998,"Krystin",72
1998,"Krystina",101
1998,"Krystine",7
1998,"Krystle",43
1998,"Krystofer",7
1998,"Krystopher",18
